,MPO,MPO,MPO,MPO,MPO,MPO,MPO,MPO,ES,ES,ES,ES,ES,ES,ES,ES,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,10Y,2Y,5Y,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate,Overnight Rate
,Australia,Canada,Euro Area,Japan,Sweden,Switzerland,United Kingdom,United States,Australia,Canada,Euro Area,Japan,Sweden,Switzerland,United Kingdom,United States,Australia,Australia,Australia,Brazil,Brazil,Brazil,Canada,Canada,Canada,Germany,Germany,Germany,Japan,Japan,Japan,New Zealand,New Zealand,New Zealand,Sweden,Sweden,Sweden,Switzerland,Switzerland,Switzerland,United Kingdom,United Kingdom,United Kingdom,United States,United States,United States,Australia,Canada,Euro Area,Japan,Sweden,Switzerland,United Kingdom
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,0.1763895812000575,-0.17396162104137805,0.03918937598654005,0.312086374913775,0.011171135120714961,0.16770833333333338,0.03167473458939327,0.2103296822737282,1.6217651555710781,0.8142606219312132,-0.1481954665852839,1.3731865397375336,-0.4904438230230167,-0.49280220473286207,-0.22062765889371755,-0.1022760753180149,2.599,2.013,2.323,,,,,,,0.494,-0.594,-0.099,0.046,-0.132,-0.103,,,,0.688,-0.469,,,,,1.343,0.821,,,,,,,,,,,
2018-04-02,0.1763895812000575,-0.17396162104137805,0.036231911855282184,0.312086374913775,0.011171135120714961,0.16770833333333338,0.03125240479486803,0.20728142600889157,1.6217651555710781,0.8142606219312132,-0.14517216075476702,1.3731865397375336,-0.4904438230230167,-0.49280220473286207,-0.18425429502488883,-0.09195976102984764,,2.026,2.336,9.51,7.33,8.87,2.114,1.777,1.982,,-0.593,-0.104,0.044,-0.133,-0.104,2.72,1.88,2.305,,,,,,,,,,2.733,2.25,2.55,,,,,,,
2018-04-03,0.16397643002506107,-0.17396162104137805,0.032399117738383686,0.312086374913775,0.011171135120714961,0.16770833333333338,0.03125240479486803,0.2083962532106753,1.6040022249353125,0.8142606219312132,-0.1635301385005948,1.3731865397375336,-0.4904438230230167,-0.49280220473286207,-0.18425429502488883,-0.09398446324222579,2.607,2.059,2.36,9.59,7.36,8.97,2.146,1.8,2.008,0.502,-0.58,-0.093,0.028,-0.138,-0.118,2.74,1.895,2.325,0.685,-0.484,0.086,0.018,-0.919,-0.547,1.359,0.838,1.124,2.781,2.282,2.599,,,,,,,
2018-04-04,0.16397643002506107,-0.17396162104137805,0.032399117738383686,0.312086374913775,0.011171135120714961,0.16770833333333338,0.03527833819299688,0.209511080412459,1.6040022249353125,0.8142606219312132,-0.1635301385005948,1.3731865397375336,-0.4904438230230167,-0.49280220473286207,-0.1577201199410153,-0.15839769946230817,2.637,2.074,2.375,9.61,7.39,8.94,2.174,1.815,2.034,0.502,-0.577,-0.097,0.034,-0.133,-0.114,2.79,1.93,2.355,0.682,-0.486,0.081,-0.01,-0.89,-0.565,1.368,0.846,1.128,2.808,2.303,2.626,,,,,,,
2018-04-05,0.16397643002506107,-0.17396162104137805,0.03294688816398133,0.312086374913775,0.011171135120714961,0.16770833333333338,0.03527833819299688,0.2076169660768964,1.6040022249353125,0.8142606219312132,-0.16364952466140947,1.3731865397375336,-0.4904438230230167,-0.49280220473286207,-0.1577201199410153,-0.19847814342682402,2.671,2.053,2.366,9.58,7.33,8.895,2.182,1.809,2.035,0.526,-0.569,-0.079,0.04,-0.132,-0.109,2.81,1.935,2.375,0.708,-0.482,0.103,0.01,-0.918,-0.547,1.418,0.876,1.169,2.834,2.307,2.64,,,,,,,
2018-04-06,0.16397643002506107,-0.17907813930730093,0.032038871923592414,0.312086374913775,0.07709305944600063,0.16770833333333338,0.03527833819299688,0.20386428304184484,1.6040022249353125,0.8171408643932049,-0.1686919453715397,1.3731865397375336,-0.4486566590639065,-0.49280220473286207,-0.18648835969570549,-0.19804386807520483,2.672,2.05,2.372,9.63,7.35,8.96,2.144,1.79,2.0,0.5,-0.581,-0.1,0.041,-0.142,-0.109,2.82,1.93,2.375,0.7,-0.483,0.094,-0.006,-0.93,-0.506,1.395,0.861,1.154,2.775,2.27,2.588,,,,,,,
2018-04-09,0.16397643002506107,-0.17907813930730093,0.03121242564260068,0.312086374913775,0.07709305944600063,0.16770833333333338,0.03850132912714752,0.20386428304184484,1.6040022249353125,0.8171408643932049,-0.16338355612255034,1.3731865397375336,-0.4486566590639065,-0.49280220473286207,-0.1559787790306713,-0.19804386807520483,2.676,2.042,2.365,9.735,7.43,9.065,2.141,1.794,2.0,0.505,-0.574,-0.089,0.037,-0.143,-0.113,2.81,1.92,2.36,0.693,-0.48,0.092,0.001,-0.934,-0.505,1.406,0.877,1.167,2.781,2.282,2.598,,,,,,,
2018-04-10,0.16397643002506107,-0.17907813930730093,0.030430862522955685,0.312086374913775,0.07709305944600063,0.16770833333333338,0.04946023323673656,0.20386428304184484,1.6040022249353125,0.8171408643932049,-0.16511611573612722,1.3731865397375336,-0.4486566590639065,-0.49280220473286207,-0.12084329276513575,-0.19804386807520483,2.695,2.045,2.37,9.7,7.37,9.03,2.184,1.826,2.042,0.516,-0.559,-0.073,0.033,-0.151,-0.117,2.815,1.935,2.375,0.693,-0.476,0.099,0.009,-0.875,-0.504,1.407,0.887,1.169,2.801,2.307,2.625,,,,,,,
2018-04-11,0.1889328337952132,-0.18161874670333747,0.03017936779136101,0.312086374913775,0.07709305944600063,0.16770833333333338,0.050147180920580126,0.20386428304184484,1.6479255561989279,0.7920421360323667,-0.17017408312098037,1.3731865397375336,-0.4486566590639065,-0.49280220473286207,-0.15869457832435488,-0.19804386807520483,2.68,2.036,2.373,9.63,7.31,8.96,2.202,1.853,2.066,0.501,-0.562,-0.082,0.03,-0.152,-0.12,2.81,1.925,2.37,0.682,-0.48,0.088,0.004,-0.887,-0.547,1.388,0.894,1.16,2.779,2.307,2.613,,,,,,,
2018-04-12,0.1889328337952132,-0.17687766587115009,0.02863777676977522,0.31660936585455435,0.08008724323062559,0.16770833333333338,0.04489402319107446,0.20386428304184484,1.6479255561989279,0.7741445694086884,-0.17690550702224025,1.3698373870545077,-0.5872211448961345,-0.49280220473286207,-0.1646307408903291,-0.19804386807520483,2.681,2.045,2.377,9.65,7.27,8.96,2.285,1.898,2.138,0.515,-0.556,-0.08,0.031,-0.152,-0.114,2.805,1.935,2.37,0.657,-0.521,0.057,0.012,-0.885,-0.497,1.457,0.925,1.206,2.843,2.356,2.679,,,,,,,
2018-04-13,0.1889328337952132,-0.17183070885624097,0.02863777676977522,0.32126538594065074,0.08008724323062559,0.16770833333333338,0.04428734720200589,0.20386428304184484,1.6479255561989279,0.7550923210673532,-0.17690550702224025,1.3663897298808048,-0.5872211448961345,-0.49280220473286207,-0.15738239017700156,-0.19804386807520483,2.721,2.072,2.408,9.705,7.21,9.02,2.24,1.862,2.097,0.511,-0.581,-0.088,0.036,-0.153,-0.109,2.84,1.95,2.39,0.665,-0.526,0.057,0.018,-0.889,-0.557,1.436,0.901,1.186,2.825,2.361,2.671,,,,,,,
2018-04-16,0.1889328337952132,-0.17183070885624097,0.03219898725674182,0.31660936585455435,0.08008724323062559,0.16770833333333338,0.04428734720200589,0.2067766299424426,1.6479255561989279,0.7550923210673532,-0.18303938541246276,1.380031796225899,-0.5872211448961345,-0.49280220473286207,-0.15738239017700156,-0.18994519017228553,2.747,2.097,2.433,9.73,7.2,8.96,2.274,1.877,2.121,0.524,-0.562,-0.076,0.039,-0.149,-0.108,2.85,1.96,2.4,0.679,-0.522,0.064,0.033,-0.808,-0.48,1.464,0.923,1.206,2.829,2.381,2.681,,,,,,,
2018-04-17,0.1889328337952132,-0.16962189121494106,0.03219898725674182,0.31660936585455435,0.08008724323062559,0.16770833333333338,0.04428734720200589,0.20386428304184484,1.6479255561989279,0.6907133435287596,-0.18303938541246276,1.380031796225899,-0.5872211448961345,-0.49280220473286207,-0.15738239017700156,-0.15873157210660457,2.766,2.124,2.456,9.67,7.19,8.93,2.25,1.884,2.111,0.507,-0.565,-0.093,0.041,-0.148,-0.108,2.845,1.955,2.395,0.666,-0.534,0.05,0.024,-0.876,-0.529,1.437,0.888,1.179,2.83,2.394,2.69,,,,,,,
2018-04-18,0.1889328337952132,-0.13189215278865266,0.03246291338179708,0.31660936585455435,0.08008724323062559,0.16770833333333338,0.04428734720200589,0.204735813615912,1.6479255561989279,0.6658536856356037,-0.19385416427947996,1.380031796225899,-0.5872211448961345,-0.49280220473286207,-0.15738239017700156,-0.16233303287392714,2.74,2.115,2.446,9.58,7.16,8.86,2.286,1.888,2.137,0.532,-0.56,-0.069,0.035,-0.149,-0.109,2.835,1.955,2.395,0.664,-0.536,0.047,0.048,-0.803,-0.477,1.416,0.85,1.142,2.875,2.431,2.733,,,,,,,
2018-04-19,0.1889328337952132,-0.13189215278865266,0.03246291338179708,0.31660936585455435,0.08008724323062559,0.16770833333333338,0.041584644499303186,0.23330724218734059,1.6479255561989279,0.6658536856356037,-0.19385416427947996,1.380031796225899,-0.5872211448961345,-0.49280220473286207,-0.16038381509261754,-0.1614321917294971,2.798,2.15,2.488,9.59,7.19,8.9,2.32,1.905,2.164,0.598,-0.559,-0.016,0.039,-0.139,-0.104,2.86,1.96,2.41,0.741,-0.496,0.116,0.087,-0.776,-0.402,1.516,0.902,1.22,2.914,2.432,2.757,,,,,,,
2018-04-20,0.1889328337952132,-0.13189215278865266,0.035816117554673385,0.32126538594065074,0.08008724323062559,0.16770833333333338,0.03933239224705093,0.23330724218734059,1.6479255561989279,0.6658536856356037,-0.18545111497246483,1.3895861303078727,-0.5872211448961345,-0.49280220473286207,-0.1794284424024192,-0.1614321917294971,2.819,2.127,2.471,9.62,7.15,8.9,2.339,1.926,2.169,0.59,-0.554,-0.03,0.06,-0.13,-0.088,2.88,1.965,2.425,0.757,-0.497,0.128,0.116,-0.762,-0.401,1.481,0.831,1.162,2.96,2.461,2.802,,,,,,,
2018-04-23,0.1889328337952132,-0.10693718968067392,0.035070961071811985,0.32606039170095896,0.08008724323062559,0.16770833333333338,0.033021877072353,0.23330724218734059,1.6479255561989279,0.7110668847200544,-0.22140200572147328,1.3994256683922934,-0.5872211448961345,-0.49280220473286207,-0.19706400927986475,-0.1614321917294971,2.87,2.153,2.522,9.715,7.175,9.02,2.355,1.919,2.176,0.635,-0.522,-0.001,0.059,-0.128,-0.09,2.93,1.97,2.455,0.787,-0.495,0.15,0.134,-0.77,-0.396,1.537,0.867,1.202,2.977,2.478,2.822,,,,,,,
2018-04-24,0.1889328337952132,-0.08349464857923936,0.034325804588950584,0.33100070066612497,0.08008724323062559,0.16770833333333338,0.02653606980946901,0.23330724218734059,1.6479255561989279,0.7535398899205991,-0.2573528964704817,1.4095633742974543,-0.5872211448961345,-0.49280220473286207,-0.21518945301501716,-0.1614321917294971,2.845,2.121,2.488,9.77,7.18,9.03,2.355,1.919,2.176,0.629,-0.524,-0.004,0.055,-0.135,-0.097,2.91,1.935,2.435,0.795,-0.491,0.162,0.148,-0.765,-0.396,1.541,0.878,1.22,3.0,2.475,2.828,,,,,,,
2018-04-25,0.1889328337952132,-0.06143108048377153,0.033858174123494886,0.3360930191379115,0.08008724323062559,0.16770833333333338,0.01986756375044745,0.23330724218734059,1.6479255561989279,0.7934416371758825,-0.2765605456562538,1.4200130096150816,-0.5872211448961345,-0.49280220473286207,-0.23382547263003303,-0.1614321917294971,2.842,2.136,2.522,9.81,7.23,9.02,2.372,1.931,2.185,0.633,-0.533,0.006,0.061,-0.132,-0.093,2.95,1.955,2.47,0.793,-0.49,0.16,0.157,-0.739,-0.389,1.541,0.889,1.24,3.032,2.492,2.842,,,,,,,
2018-04-26,0.20074113590741402,-0.06143108048377153,0.033858174123494886,0.3360930191379115,0.08008724323062559,0.16770833333333338,0.02098051425391346,0.23330724218734059,1.7193552468957043,0.7934416371758825,-0.2765605456562538,1.4200130096150816,-0.5872211448961345,-0.49280220473286207,-0.26508463570324403,-0.1614321917294971,2.886,2.133,2.518,9.695,7.17,8.96,2.351,1.912,2.156,0.595,-0.552,-0.028,0.06,-0.128,-0.095,2.955,1.945,2.47,0.751,-0.53,0.111,0.125,-0.754,-0.4,1.506,0.889,1.227,2.983,2.488,2.814,,,,,,,
2018-04-27,0.20074113590741402,-0.06143108048377153,0.038816851809445295,0.3360930191379115,0.08008724323062559,0.20616987179487184,0.020693109949065328,0.23668850656686727,1.7193552468957043,0.7934416371758825,-0.24497221800055904,1.4200130096150816,-0.5872211448961345,-0.479496983742612,-0.25596133411418837,-0.16068329566405398,2.833,2.1,2.48,9.61,7.16,8.9,2.321,1.896,2.133,0.57,-0.567,-0.046,0.056,-0.132,-0.098,2.905,1.92,2.425,0.719,-0.544,0.08,0.092,-0.731,-0.43,1.446,0.799,1.143,2.959,2.484,2.804,,,,,,,
2018-04-30,0.20074113590741402,-0.06143108048377153,0.039140325574524,0.3360930191379115,0.08008724323062559,0.22760683760683767,0.020413473328132013,0.24016921989873297,1.7193552468957043,0.7934416371758825,-0.23945752188976926,1.4200130096150816,-0.5872211448961345,-0.48876300297551345,-0.24726556779257522,-0.15991237324374488,2.785,2.065,2.436,9.67,7.24,8.97,2.307,1.894,2.126,0.562,-0.573,-0.059,0.047,-0.136,-0.106,2.855,1.895,2.385,0.72,-0.546,0.088,0.09,-0.735,-0.423,1.418,0.775,1.117,2.955,2.492,2.801,,,,,,,
2018-05-01,0.19962802096098858,-0.05253304961280663,0.039140325574524,0.3257194725619414,0.08008724323062559,0.22760683760683767,0.020413473328132013,0.24016921989873297,1.7479564890124117,0.7826067792154452,-0.23945752188976926,1.413167773701128,-0.5872211448961345,-0.48876300297551345,-0.24726556779257522,-0.15991237324374488,2.769,2.066,2.438,,,,2.341,1.93,2.16,,-0.576,-0.059,0.039,-0.138,-0.114,2.82,1.915,2.375,,-0.55,,,,,1.407,0.784,1.11,2.968,2.508,2.814,1.5,1.2434,-0.95,0.4529,-0.061,-0.4,1.7
2018-05-02,0.1986385854530549,-0.04412935379022867,0.039140325574524,0.3150166070470516,0.08008724323062559,0.22760683760683767,0.020413473328132013,0.24016921989873297,1.773379815338374,0.7723738578083656,-0.23945752188976926,1.4061052287105409,-0.5872211448961345,-0.48876300297551345,-0.24726556779257522,-0.15991237324374488,2.796,2.07,2.442,9.72,7.26,9.01,2.363,1.935,2.175,0.582,-0.565,-0.042,0.044,-0.133,-0.105,2.845,1.92,2.385,0.708,-0.545,0.075,0.088,-0.756,-0.424,1.458,0.826,1.157,2.976,2.492,2.804,,,,,,,
2018-05-03,0.1635660437225408,-0.03824733532709235,0.0409012382729367,0.3150166070470516,0.09115815144804934,0.22760683760683767,0.020413473328132013,0.24016921989873297,1.7071135424388375,0.794441682317176,-0.24335475431278875,1.4061052287105409,-0.5695215390424186,-0.48876300297551345,-0.24726556779257522,-0.15991237324374488,2.805,2.068,2.444,9.69,7.34,8.98,2.325,1.91,2.145,0.534,-0.572,-0.083,,,,2.83,1.915,2.38,0.673,-0.545,0.05,0.049,-0.75,-0.456,1.391,0.76,1.086,2.948,2.48,2.782,,,,,,,
2018-05-04,0.1635660437225408,-0.03824733532709235,0.04369800774859496,0.3150166070470516,0.09115815144804934,0.27588141025641033,0.020413473328132013,0.23649274931049766,1.7071135424388375,0.794441682317176,-0.2528940958379414,1.4061052287105409,-0.5695215390424186,-0.3278601856390365,-0.24726556779257522,-0.16629419348021518,2.791,2.056,2.436,9.7,7.31,9.035,2.328,1.91,2.145,0.545,-0.565,-0.071,,,,2.805,1.92,2.375,0.686,-0.514,0.067,0.048,-0.745,-0.453,1.4,0.782,1.109,2.951,2.505,2.787,,,,,,,
2018-05-07,0.1635660437225408,-0.03824733532709235,0.03969099547711988,0.3150166070470516,0.09115815144804934,0.27588141025641033,0.020413473328132013,0.23649274931049766,1.7071135424388375,0.794441682317176,-0.2636181693400035,1.4061052287105409,-0.5695215390424186,-0.3278601856390365,-0.24726556779257522,-0.16629419348021518,2.756,2.023,2.411,9.79,7.45,9.11,2.327,1.916,2.148,0.53,-0.567,-0.079,0.041,-0.133,-0.108,2.79,1.895,2.35,0.675,-0.523,0.065,0.034,-0.748,-0.419,1.399,0.78,1.112,2.952,2.501,2.789,,,,,,,
2018-05-08,0.1635660437225408,-0.03824733532709235,0.03969099547711988,0.3200975200639395,0.09115815144804934,0.27588141025641033,0.020413473328132013,0.24755807178425857,1.7071135424388375,0.794441682317176,-0.2636181693400035,1.4282869961735047,-0.5695215390424186,-0.3278601856390365,-0.24726556779257522,-0.15463835686897473,2.741,2.019,2.396,9.9,7.555,9.225,2.353,1.934,2.17,0.561,-0.561,-0.06,0.048,-0.129,-0.104,2.775,1.895,2.335,0.702,-0.492,0.089,0.053,-0.752,-0.447,1.445,0.805,1.15,2.972,2.513,2.811,,,,,,,
2018-05-09,0.1635660437225408,-0.03718490934578422,0.036688420439429215,0.31769474716881285,0.09115815144804934,0.27588141025641033,0.020413473328132013,0.24755807178425857,1.7071135424388375,0.789256097692008,-0.2717860278716359,1.4218541656981127,-0.5695215390424186,-0.3278601856390365,-0.24726556779257522,-0.15463835686897473,2.791,2.028,2.414,10.08,7.65,9.4,2.394,1.958,2.207,0.56,-0.556,-0.059,0.05,-0.127,-0.099,2.815,1.925,2.375,0.728,-0.479,0.119,0.053,-0.728,-0.391,1.459,0.813,1.166,3.006,2.534,2.842,,,,,,,
2018-05-10,0.1635660437225408,-0.03718490934578422,0.0353160542246345,0.32183625261941884,0.09115815144804934,0.27588141025641033,0.020413473328132013,0.24755807178425857,1.7071135424388375,0.789256097692008,-0.265439076308671,1.4415260248636637,-0.5695215390424186,-0.3278601856390365,-0.24726556779257522,-0.15463835686897473,2.775,2.019,2.402,9.85,7.45,9.16,2.396,1.977,2.223,0.558,-0.568,-0.065,0.049,-0.132,-0.101,2.78,1.87,2.325,0.737,-0.483,0.113,0.053,-0.728,-0.391,1.43,0.784,1.128,2.964,2.534,2.83,,,,,,,
2018-05-11,0.1635660437225408,-0.03718490934578422,0.02523202061118912,0.32183625261941884,0.09115815144804934,0.27588141025641033,0.020413473328132013,0.24755807178425857,1.7071135424388375,0.789256097692008,-0.28196656511660784,1.4415260248636637,-0.5695215390424186,-0.3278601856390365,-0.24726556779257522,-0.15463835686897473,2.79,2.029,2.404,9.945,7.59,9.26,2.378,1.967,2.214,0.559,-0.568,-0.06,0.046,-0.133,-0.103,2.745,1.865,2.305,0.731,-0.476,0.122,0.072,-0.749,-0.392,1.439,0.79,1.136,2.97,2.539,2.838,,,,,,,
2018-05-14,0.1635660437225408,-0.03718490934578422,0.02463359942453264,0.32183625261941884,0.09115815144804934,0.27588141025641033,0.02014129368375692,0.24755807178425857,1.7071135424388375,0.789256097692008,-0.27323453532015024,1.4415260248636637,-0.5695215390424186,-0.3278601856390365,-0.25513742111816495,-0.15463835686897473,2.777,2.007,2.391,10.005,7.68,9.33,2.425,1.996,2.254,0.612,-0.536,-0.011,0.048,-0.132,-0.103,2.73,1.855,2.29,0.761,-0.477,0.146,0.091,-0.731,-0.407,1.472,0.809,1.161,3.002,2.552,2.862,,,,,,,
2018-05-15,0.1635660437225408,-0.03718490934578422,0.03331693501287614,0.32183625261941884,0.10032775813577464,0.27588141025641033,0.02014129368375692,0.24402152790162632,1.7071135424388375,0.789256097692008,-0.2704211487321838,1.4415260248636637,-0.5377836211075997,-0.3278601856390365,-0.25513742111816495,-0.1613023519483088,2.831,2.033,2.434,10.045,7.61,9.365,2.484,2.038,2.308,0.647,-0.538,0.01,0.057,-0.128,-0.095,2.76,1.865,2.31,0.772,-0.48,0.149,0.127,-0.73,-0.4,1.518,0.838,1.207,3.072,2.577,2.917,,,,,,,
2018-05-16,0.1635660437225408,-0.03918291479890117,0.04214870368819986,0.32183625261941884,0.11071997904853,0.27588141025641033,0.02014129368375692,0.2405846049734344,1.7071135424388375,0.8246884201934032,-0.2675596700657906,1.4415260248636637,-0.5018139807814717,-0.3278601856390365,-0.25513742111816495,-0.17923703147976447,2.885,2.06,2.471,10.05,7.62,9.41,2.501,2.057,2.324,0.606,-0.564,-0.03,0.057,-0.128,-0.095,2.82,1.905,2.36,0.747,-0.484,0.13,0.124,-0.725,-0.412,1.503,0.822,1.183,3.104,2.593,2.944,,,,,,,
2018-05-17,0.1635660437225408,-0.03918291479890117,0.05212021365970984,0.32183625261941884,0.11071997904853,0.27588141025641033,0.02014129368375692,0.2405846049734344,1.7071135424388375,0.8246884201934032,-0.28696864397970434,1.4415260248636637,-0.5018139807814717,-0.3278601856390365,-0.25513742111816495,-0.17923703147976447,2.903,2.067,2.481,10.12,7.87,9.47,2.52,2.064,2.337,0.637,-0.548,-0.007,0.058,-0.133,-0.097,2.855,1.88,2.38,0.742,-0.501,0.11,0.137,-0.731,-0.397,1.562,0.867,1.236,3.115,2.573,2.939,,,,,,,
2018-05-18,0.1635660437225408,-0.03918291479890117,0.05735879787708281,0.32183625261941884,0.11071997904853,0.27588141025641033,0.02014129368375692,0.23724315212658112,1.7071135424388375,0.8246884201934032,-0.2853013086482903,1.4415260248636637,-0.5018139807814717,-0.3278601856390365,-0.25513742111816495,-0.15664852739189247,2.93,2.072,2.493,10.395,7.975,9.83,2.486,2.032,2.299,0.576,-0.576,-0.056,0.059,-0.128,-0.1,2.89,1.875,2.385,0.734,-0.503,0.111,0.099,-0.721,-0.421,1.5,0.823,1.178,3.06,2.549,2.888,,,,,,,
2018-05-21,0.1635660437225408,-0.03918291479890117,0.05735879787708281,0.31071881413776997,0.11071997904853,0.27588141025641033,0.02014129368375692,0.2476598187932478,1.7071135424388375,0.8246884201934032,-0.2853013086482903,1.4261255927966356,-0.5018139807814717,-0.3278601856390365,-0.25513742111816495,-0.13385927095116382,2.878,2.04,2.454,10.42,7.85,9.64,,,,0.521,-0.613,-0.108,0.058,-0.135,-0.1,2.85,1.87,2.36,0.7,-0.512,0.08,,,,1.476,0.801,1.159,3.058,2.57,2.895,,,,,,,
2018-05-22,0.1635660437225408,-0.03918291479890117,0.05735879787708281,0.2992307943733995,0.11071997904853,0.27588141025641033,0.02014129368375692,0.25807648545991446,1.7071135424388375,0.8246884201934032,-0.2853013086482903,1.4102118129940397,-0.5018139807814717,-0.3278601856390365,-0.25513742111816495,-0.11107001451043519,2.866,2.037,2.449,10.56,7.8,9.8,2.499,2.042,2.306,0.56,-0.6,-0.08,0.051,-0.133,-0.103,2.845,1.86,2.35,0.7,-0.509,0.087,0.093,-0.747,-0.433,1.522,0.834,1.202,3.063,2.57,2.898,,,,,,,
2018-05-23,0.1359605227749922,-0.03918291479890117,0.060365931236549084,0.30430250275260967,0.11071997904853,0.27588141025641033,0.02014129368375692,0.25807648545991446,1.6921381319998625,0.8246884201934032,-0.29069977938305397,1.4431360706996164,-0.5018139807814717,-0.3278601856390365,-0.25513742111816495,-0.11107001451043519,2.847,2.031,2.437,10.62,7.71,9.765,2.443,2.025,2.27,0.506,-0.618,-0.13,0.045,-0.14,-0.108,2.825,1.86,2.34,0.661,-0.514,0.056,0.054,-0.733,-0.482,1.439,0.774,1.129,2.993,2.532,2.825,,,,,,,
2018-05-24,0.1359605227749922,-0.012493551321092866,0.05995560732509025,0.30360432627931944,0.11071997904853,0.27588141025641033,0.022912713908565786,0.25807648545991446,1.6921381319998625,0.834740600827793,-0.2777993428771438,1.4351016007288642,-0.5018139807814717,-0.3278601856390365,-0.25595497433236786,-0.11107001451043519,2.802,2.025,2.415,10.69,7.77,9.88,2.413,1.997,2.237,0.47,-0.619,-0.155,0.045,-0.138,-0.109,2.79,1.87,2.32,0.632,-0.524,0.033,0.037,-0.731,-0.487,1.401,0.753,1.107,2.977,2.512,2.814,,,,,,,
2018-05-25,0.1359605227749922,0.015720918641161624,0.05024382787646869,0.3008489761436811,0.11071997904853,0.27588141025641033,0.022912713908565786,0.24084256100155946,1.6921381319998625,0.8453671917841479,-0.26001491367465773,1.4193414915166926,-0.5018139807814717,-0.3278601856390365,-0.25595497433236786,-0.0965409061453274,2.791,2.012,2.405,10.955,7.82,10.025,2.347,1.963,2.19,0.406,-0.661,-0.22,0.042,-0.139,-0.113,2.77,1.875,2.315,0.526,-0.553,-0.047,0.001,-0.735,-0.523,1.323,0.697,1.035,2.931,2.48,2.763,,,,,,,
2018-05-28,0.1359605227749922,0.015720918641161624,0.041471898051907284,0.3008489761436811,0.11071997904853,0.27588141025641033,0.022912713908565786,0.22407441828532218,1.6921381319998625,0.8453671917841479,-0.2750814799550442,1.4193414915166926,-0.5018139807814717,-0.3278601856390365,-0.25595497433236786,-0.08240447638468198,2.745,1.979,2.367,11.03,8.0,10.23,2.305,1.939,2.154,0.345,-0.695,-0.275,0.039,-0.138,-0.115,2.74,1.87,2.3,0.49,-0.578,-0.091,-0.061,-0.775,-0.553,1.325,0.694,1.036,2.898,2.46,2.731,,,,,,,
2018-05-29,0.1359605227749922,0.015720918641161624,0.04889159321758864,0.3008489761436811,0.13472103298957583,0.27588141025641033,0.022912713908565786,0.22029461579608,1.6921381319998625,0.8453671917841479,-0.2774944249716884,1.4193414915166926,-0.4678954148321799,-0.3278601856390365,-0.25595497433236786,-0.08163598763481936,2.722,1.984,2.361,11.26,8.04,10.43,2.19,1.846,2.031,0.257,-0.799,-0.382,0.036,-0.141,-0.115,2.76,1.895,2.33,0.465,-0.596,-0.122,-0.122,-0.86,-0.601,1.195,0.597,0.926,2.79,2.335,2.601,,,,,,,
2018-05-30,0.1359605227749922,0.015720918641161624,0.0507824551463979,0.31269899349717806,0.21036910185554755,0.27588141025641033,0.022912713908565786,0.22029461579608,1.6921381319998625,0.8453671917841479,-0.28077538397932394,1.390632755643916,-0.37886446356802744,-0.3278601856390365,-0.25595497433236786,-0.08163598763481936,2.637,1.992,2.307,11.22,7.94,10.34,2.265,1.934,2.13,0.37,-0.659,-0.255,0.027,-0.145,-0.121,2.76,1.88,2.3,0.481,-0.575,-0.1,-0.076,-0.824,-0.563,1.257,0.639,0.97,2.857,2.415,2.683,,,,,,,
2018-05-31,0.1359605227749922,0.031487930160388616,0.05123185740433062,0.3155465453918439,0.21036910185554755,0.27588141025641033,0.022912713908565786,0.21993880722109335,1.6921381319998625,0.9030766668388183,-0.29709956892785044,1.4647243594510668,-0.37886446356802744,-0.3278601856390365,-0.25595497433236786,-0.09503214659376168,2.658,1.985,2.315,,,,2.246,1.919,2.115,0.34,-0.686,-0.27,0.037,-0.142,-0.116,2.745,1.86,2.28,0.476,-0.571,-0.083,-0.073,-0.817,-0.568,1.229,0.61,0.948,2.86,2.435,2.7,,,,,,,
2018-06-01,0.1359605227749922,0.04640267078668441,0.05168928470258357,0.31849401138807704,0.21036910185554755,0.27588141025641033,0.022912713908565786,0.2195829986461067,1.6921381319998625,0.9576667108094525,-0.3137152571790292,1.5414156686549596,-0.37886446356802744,-0.3278601856390365,-0.25595497433236786,-0.108428305552704,2.695,2.011,2.347,11.27,7.91,10.37,2.247,1.919,2.122,0.385,-0.649,-0.223,0.044,-0.139,-0.11,2.77,1.885,2.305,0.53,-0.559,-0.032,-0.066,-0.817,-0.535,1.283,0.639,0.992,2.902,2.472,2.747,1.5,1.2464,-0.9,0.4507,-0.071,-0.4,1.82
